Student_ID,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4681,Female,23,Business,71.6,86.15,65.08,59.89,87.9,1.61,85.16,F,8.5,No,Yes,Medium,7,5.6
S4682,Male,19,Engineering,66.04,99.77,50.54,90.53,83.39,3.97,58.85,D,26.1,No,Yes,High,9,6.7
S4683,Female,23,Engineering,85.33,55.24,61.01,58.12,75.74,3.65,84.13,A,12.5,No,No,Medium,9,5.7
S4684,Male,24,CS,93.51,69.27,54.77,72.85,84.02,2.79,50.53,A,6.7,No,Yes,Low,3,8.4
S4685,Male,23,CS,89.24,54.19,53.72,55.01,51.2,2.3,65.55,A,17.5,No,Yes,Medium,6,4.8
S4686,Male,18,CS,76.53,77.37,56.95,81.17,88.83,7.49,75.85,F,26.9,No,Yes,Low,1,4.3
S4687,Female,20,Engineering,55.12,46.92,50.86,73.43,60.58,2.95,66.66,D,12.0,No,Yes,Low,4,5.7
S4688,Female,23,Business,85.49,47.63,80.06,81.43,82.82,7.07,84.7,A,16.3,No,Yes,Low,5,4.7
S4689,Female,20,Engineering,68.14,44.31,74.8,83.9,55.7,3.69,76.14,F,15.1,No,No,Low,9,7.0
S4690,Male,23,CS,54.28,81.62,78.91,80.97,55.72,8.02,97.98,C,6.2,Yes,Yes,Medium,3,6.4
S4691,Male,20,CS,92.12,69.64,60.62,74.79867276377426,51.78,1.67,67.89,A,26.7,Yes,Yes,High,9,7.5
S4692,Female,19,Business,66.91,77.06,86.18,91.85,95.51,1.58,86.09,F,24.0,Yes,Yes,Medium,5,4.4
S4693,Female,18,CS,60.91,92.76,47.78,77.58,80.23,6.8,91.79,D,7.4,No,Yes,Medium,3,7.8
S4694,Male,23,Business,93.57,84.42,74.27,74.49,68.1,9.15,62.68,A,8.3,No,Yes,Medium,2,5.4
S4695,Male,21,Engineering,95.11,67.7,56.53,99.35,89.39,1.43,87.71,B,5.3,No,Yes,High,9,7.4
S4696,Male,20,Business,75.431409455843,99.06,71.66,64.18,81.3,0.74,69.67,F,29.6,Yes,No,Low,6,5.5
S4697,Male,20,Mathematics,67.74,67.38,59.42,76.4,81.0,9.35,56.44,B,15.4,Yes,Yes,Medium,6,8.2
S4698,Female,21,Mathematics,78.98,46.75,87.43,84.12,74.35,1.17,50.18,C,28.3,No,Yes,Low,2,8.2
S4699,Male,18,Engineering,86.67,99.56,93.48,56.26,50.4,2.5,87.19,A,15.5,No,Yes,Medium,8,5.5
S4700,Male,20,Engineering,53.16,41.37,84.55,67.71,62.92,9.29,59.31,D,7.6,Yes,Yes,Low,5,8.5
S4701,Male,18,CS,79.67,72.99,50.54,90.08,55.45,8.03,52.56,B,13.6,Yes,Yes,Low,10,5.6
S4702,Male,20,Mathematics,97.64,58.55,56.49,61.84,83.12,3.43,74.86,A,15.5,No,Yes,Low,6,8.5
S4703,Male,24,Engineering,63.1,70.21,95.16,74.66,62.43,9.55,67.33,F,9.4,No,No,High,9,5.0
S4704,Male,22,CS,95.44,73.52,66.23,81.53,72.51,5.68,84.59,A,6.3,No,Yes,Low,8,5.4
S4705,Male,24,Engineering,97.51,54.41,96.47,83.56,67.67,0.72,55.37,B,12.9,No,Yes,Medium,9,8.4
S4706,Female,20,CS,63.46,73.41,63.55,86.42,57.16,7.03,56.63,C,18.5,No,Yes,High,7,4.4
S4707,Female,22,Engineering,75.431409455843,85.36,97.11,93.3,97.92,5.37,70.21,C,11.4,No,Yes,Low,1,7.5
S4708,Female,23,Engineering,61.94,55.99,95.54,69.64,96.67,5.73,76.02,F,29.0,Yes,Yes,Medium,1,7.4
S4709,Male,18,CS,86.88,63.01,79.63,85.33,54.23,9.94,91.21,A,17.0,No,Yes,Low,4,8.9
S4710,Female,20,CS,89.87,56.09,40.53,86.61,91.37,1.53,79.28,A,8.3,No,Yes,Medium,2,8.9
S4711,Male,19,Mathematics,62.36,89.23,64.02,74.79867276377426,74.42,6.57,95.13,B,15.3,No,Yes,High,9,6.4
S4712,Male,19,Business,85.79,83.5,94.67,98.41,88.69,4.59,60.89,A,22.7,Yes,Yes,Low,4,7.3
S4713,Male,21,Business,90.61,92.27,93.11,93.26,57.56,2.72,79.81,B,17.2,No,Yes,Low,5,4.8
S4714,Male,19,CS,67.93,50.2,51.24,74.79867276377426,56.61,6.94,82.76,B,13.3,Yes,Yes,Low,2,5.1
S4715,Female,22,Business,58.39,44.41,63.95,83.75,94.54,6.68,86.29,D,7.7,No,Yes,Medium,9,6.8
S4716,Male,19,Engineering,54.6,47.16,90.13,85.89,94.89,8.56,99.43,D,16.5,No,Yes,Medium,8,5.2
S4717,Male,19,CS,78.77,49.66,74.67,74.79867276377426,73.3,8.79,73.4,F,7.4,No,Yes,High,7,5.1
S4718,Female,19,CS,98.9,71.98,90.84,93.19,93.51,5.62,68.47,A,14.3,No,Yes,Low,7,4.1
S4719,Female,20,CS,91.15,98.25,89.59,84.51,83.37,3.26,92.61,B,7.9,No,Yes,Low,8,4.4
S4720,Female,21,CS,71.79,61.43,94.45,82.91,59.25,5.3,58.84,F,21.9,Yes,Yes,Low,10,7.6
S4721,Male,18,Mathematics,76.83,97.51,47.03,61.04,66.45,3.59,51.85,B,24.3,Yes,Yes,High,10,4.1
S4722,Female,21,CS,63.98,42.29,48.71,70.39,56.8,2.77,72.18,A,11.1,No,Yes,Low,7,8.5
S4723,Male,22,Engineering,58.15,95.61,44.97,71.7,88.7,5.52,62.36,D,6.9,No,Yes,Low,10,4.4
S4724,Male,20,Engineering,74.1,50.87,96.12,86.68,99.26,6.58,69.83,F,13.7,Yes,Yes,Medium,7,4.8
S4725,Female,23,CS,75.431409455843,94.75,68.51,80.92,77.32,5.91,99.3,F,19.0,No,Yes,Low,6,5.7
S4726,Female,20,Engineering,76.1,43.37,43.86,54.29,82.79,9.54,67.42,A,24.2,No,Yes,Low,9,7.6
S4727,Female,24,CS,97.64,96.89,59.29,65.38,87.3,2.99,85.4,A,15.1,No,Yes,Low,4,7.5
S4728,Male,19,Business,80.19,52.05,61.08,73.65,61.21,3.72,62.52,D,14.1,Yes,Yes,High,5,5.2
S4729,Male,19,CS,80.29,58.16,88.57,86.84,66.8,6.68,65.17,C,27.7,No,No,Low,6,5.6
S4730,Male,22,Engineering,56.4,69.46,84.13,87.18,70.62,6.0,62.16,D,16.2,No,Yes,Low,7,8.1
S4731,Male,23,Business,99.82,62.84,81.36,74.53,79.73,0.02,78.61,A,16.2,No,Yes,Medium,5,6.5
S4732,Male,24,Business,88.64,80.05,41.31,55.85,92.52,3.12,61.31,A,15.2,Yes,Yes,Low,5,6.3
S4733,Male,20,Business,93.86,98.49,94.64,64.65,62.71,2.54,85.92,B,14.1,No,Yes,Medium,10,7.2
S4734,Female,23,Engineering,70.72,76.39,52.93,62.73,73.54,8.4,84.01,D,23.2,Yes,Yes,Medium,10,6.3
S4735,Male,18,CS,75.11,83.29,77.74,89.05,87.58,8.66,71.06,F,12.0,No,No,Low,6,6.2
S4736,Female,21,Engineering,76.1,45.28,43.71,59.0,54.37,2.84,51.28,B,14.5,No,Yes,Medium,10,8.0
S4737,Female,20,Business,59.7,77.67,44.89,73.25,75.64,1.02,51.13,F,12.1,Yes,Yes,High,9,8.7
S4738,Female,23,Business,84.47,67.23,40.57,83.54,57.22,2.05,76.64,D,19.3,No,No,High,6,6.7
S4739,Female,18,CS,95.15,93.15,73.96,98.24,76.96,1.77,91.96,A,29.0,No,Yes,High,8,5.4
S4740,Female,18,CS,58.19,63.29,77.76,99.96,88.39,2.37,79.94,D,14.8,No,No,High,4,8.7
S4741,Male,24,Business,54.32,80.77,43.03,97.65,61.85,2.35,71.78,D,29.2,No,Yes,High,7,7.5
S4742,Male,24,Engineering,86.91,53.69,57.43,85.91,92.47,4.8,94.11,B,21.4,No,Yes,Low,5,7.3
S4743,Male,21,CS,63.66,55.56,91.09,87.32,66.74,3.2,59.85,F,24.9,Yes,Yes,Medium,4,7.0
S4744,Male,18,Engineering,81.19,62.57,46.08,87.96,59.54,5.6,67.97,D,13.3,Yes,No,Low,2,7.7
S4745,Female,22,Engineering,84.79,58.24,52.99,93.13,73.27,3.44,78.27,A,10.6,No,Yes,Medium,9,7.9
S4746,Female,18,Mathematics,66.1,55.23,65.46,97.59,93.8,8.15,64.58,B,19.4,No,Yes,High,5,8.0
S4747,Female,23,Engineering,90.76,42.98,90.54,72.29,53.45,9.51,99.89,A,29.8,No,No,Low,6,8.9
S4748,Male,24,CS,77.5,90.2,55.29,70.83,66.38,4.04,72.62,A,22.8,Yes,Yes,Low,1,6.1
S4749,Male,22,CS,93.45,43.86,99.83,73.02,82.66,0.49,52.59,A,22.0,No,Yes,High,4,5.2
S4750,Male,24,CS,75.431409455843,93.24,61.32,82.99,67.88,2.4,58.8,D,16.3,No,Yes,Medium,5,6.0
S4751,Male,24,Engineering,93.43,47.53,63.19,88.77,53.54,1.02,76.62,B,27.0,No,Yes,Low,4,7.8
S4752,Female,24,Engineering,51.01,43.92,47.33,93.53,66.6,3.45,77.5,C,22.4,No,Yes,Low,2,6.7
S4753,Female,18,CS,62.18,73.78,80.81,72.81,91.05,6.45,99.21,D,21.9,No,No,Medium,1,8.3
S4754,Male,19,Engineering,54.5,70.15,54.61,68.17,98.4,5.19,80.0,D,12.3,No,Yes,Medium,9,5.2
S4755,Male,18,Business,72.1,69.47,77.73,99.17,51.99,2.43,83.33,C,28.9,Yes,Yes,Medium,4,7.7
S4756,Female,24,CS,75.431409455843,74.47,53.39,61.59,78.46,7.67,60.69,A,11.3,No,Yes,Medium,8,5.2
S4757,Female,22,CS,73.38,57.22,63.27,74.79867276377426,55.27,1.31,55.34,F,18.1,No,Yes,Low,8,8.0
S4758,Female,18,Mathematics,92.49,79.78,91.4,85.77,84.02,2.28,80.1,B,13.5,Yes,Yes,Medium,4,6.2
S4759,Female,24,CS,66.36,70.14,84.33,74.79867276377426,50.39,6.76,93.24,C,9.5,No,Yes,High,8,8.9
S4760,Male,24,Business,66.98,60.08,49.28,69.97,50.74,1.97,79.37,D,8.6,No,Yes,Medium,4,7.3
S4761,Female,18,Engineering,94.78,89.59,76.46,64.62,88.84,6.79,72.14,A,12.3,No,Yes,Low,6,7.7
S4762,Female,18,Business,71.29,83.66,77.72,58.44,53.72,9.77,78.91,C,22.2,Yes,Yes,Medium,5,4.2
S4763,Female,22,Business,75.431409455843,63.62,45.43,78.99,65.26,8.31,73.44,F,29.4,No,Yes,Low,1,7.5
S4764,Female,18,Engineering,61.83,90.86,67.95,68.68,97.9,1.6,57.09,B,26.3,Yes,Yes,Medium,9,6.1
S4765,Male,21,Business,97.44,95.22,55.64,74.79867276377426,99.26,5.2,87.06,A,10.5,No,Yes,Low,6,5.6
S4766,Male,23,Mathematics,78.73,72.21,68.03,59.79,58.07,4.22,76.65,D,7.0,No,Yes,Medium,10,8.0
S4767,Male,21,Engineering,75.431409455843,52.9,86.62,88.39,78.05,9.92,69.97,A,22.2,Yes,Yes,Medium,9,5.1
S4768,Male,22,CS,54.48,94.95,49.5,65.74,77.96,9.64,77.98,F,5.8,No,Yes,Medium,4,4.9
S4769,Male,19,CS,74.63,51.37,47.4,67.14,72.62,1.27,62.06,A,26.5,No,Yes,High,4,5.8
S4770,Male,21,Business,95.05,42.91,56.16,62.61,96.24,9.09,71.4,B,25.6,Yes,Yes,Low,4,7.1
S4771,Female,24,Engineering,93.85,59.65,97.14,71.72,87.7,1.93,81.12,B,24.8,No,Yes,Low,2,5.3
S4772,Female,23,CS,52.34,83.62,84.87,73.18,88.23,3.19,61.31,C,18.8,No,No,Medium,3,6.8
S4773,Female,20,CS,65.18,95.4,41.17,76.48,63.48,3.53,87.45,B,29.3,No,Yes,High,5,5.9
S4774,Female,23,Engineering,72.17,78.24,64.06,98.38,71.72,2.87,76.05,A,16.5,No,Yes,High,4,6.0
S4775,Male,21,CS,58.61,97.11,55.44,95.23,74.37,8.53,93.09,D,29.7,No,Yes,Low,1,5.0
S4776,Female,20,Engineering,86.5,45.54,78.29,80.47,64.95,3.3,92.36,A,27.0,Yes,Yes,Low,8,5.6
S4777,Male,22,Business,59.23,43.65,67.56,51.95,54.74,8.17,74.73,C,8.2,No,Yes,Medium,4,5.4
S4778,Female,23,Engineering,67.33,76.25,97.87,74.79867276377426,56.32,9.94,59.77,C,27.4,Yes,Yes,Medium,4,5.2
S4779,Female,19,CS,83.16,97.97,53.14,54.48,59.03,8.41,86.83,C,12.6,No,Yes,High,7,4.4
S4780,Female,20,CS,74.1,70.16,75.27,85.52,60.18,3.46,70.93,D,24.2,No,Yes,Medium,6,6.2
S4781,Male,20,CS,86.93,43.09,82.01,69.5,62.11,7.11,79.73,A,5.0,No,No,High,2,5.2
S4782,Female,23,CS,98.06,53.27,89.53,91.88,62.77,5.34,55.36,A,11.9,Yes,Yes,Medium,4,8.8
S4783,Male,21,Engineering,55.83,54.69,64.42,74.79867276377426,72.79,7.87,81.58,D,24.0,No,Yes,Low,2,7.0
S4784,Male,20,Engineering,85.48,60.27,81.22,70.86,75.48,1.53,68.68,B,29.3,No,Yes,High,3,6.3
S4785,Female,22,CS,61.52,42.62,58.19,73.03,65.44,6.38,66.71,B,9.3,No,Yes,Low,10,5.7
S4786,Male,23,CS,70.72,94.29,66.13,79.51,95.36,7.74,99.0,A,16.5,Yes,Yes,Low,6,6.3
S4787,Male,22,CS,51.64,70.93,93.74,74.79867276377426,77.66,7.61,71.62,C,19.7,No,Yes,High,9,5.7
S4788,Female,23,Mathematics,75.431409455843,80.26,96.99,96.37,89.37,9.64,83.9,F,28.8,Yes,Yes,High,1,8.3
S4789,Female,22,Engineering,75.431409455843,44.03,83.13,71.65,96.21,0.58,81.39,D,16.3,No,Yes,Low,4,5.3
S4790,Female,21,Business,67.1,43.25,62.46,58.34,58.16,3.46,55.22,B,28.3,Yes,Yes,Low,8,5.4
S4791,Female,23,Business,94.98,75.19,89.2,88.14,71.39,4.77,87.4,B,29.5,Yes,Yes,Medium,4,7.5
S4792,Female,24,Engineering,87.09,93.24,41.55,60.96,71.66,3.1,66.16,A,28.5,No,Yes,Medium,6,8.5
S4793,Female,19,Business,98.61,71.71,46.16,57.18,67.72,3.1,89.95,A,23.7,Yes,Yes,Medium,1,7.4
S4794,Male,21,CS,79.95,92.67,79.68,78.14,50.45,1.76,80.38,A,8.2,No,Yes,High,10,4.4
S4795,Female,22,Engineering,62.09,88.66,57.47,83.57,90.8,8.13,65.85,D,20.1,Yes,Yes,High,4,8.5
S4796,Female,23,CS,66.38,44.55,97.08,74.79867276377426,55.58,9.08,67.81,C,23.8,No,Yes,High,7,7.8
S4797,Male,21,Business,65.99,52.12,66.16,82.83,99.77,0.82,86.58,C,28.9,No,No,Low,6,5.2
S4798,Female,22,CS,66.32,79.46,65.76,55.78,88.65,1.55,77.5,A,24.4,No,Yes,Low,9,4.3
S4799,Male,18,Business,83.65,66.61,80.68,73.8,79.0,2.28,83.42,B,18.5,No,Yes,Medium,3,7.6
S4800,Female,18,CS,76.54,57.44,86.05,67.85,57.73,5.09,57.92,F,10.1,No,Yes,Medium,5,5.2
S4801,Female,20,Business,75.431409455843,65.12,68.53,98.67,75.77,7.91,89.35,A,16.4,No,Yes,Low,7,6.6
S4802,Male,19,CS,75.431409455843,66.71,52.84,52.48,63.06,0.71,66.02,F,21.0,No,Yes,Low,1,4.4
S4803,Female,18,Engineering,51.11,94.63,86.4,64.91,62.62,6.37,80.99,D,13.1,No,Yes,Low,9,6.8
S4804,Male,24,Engineering,60.94,46.21,59.22,97.09,91.48,1.49,55.73,A,16.4,No,Yes,Medium,9,4.1
S4805,Female,22,CS,55.37,56.78,50.51,99.17,69.03,9.71,66.07,C,5.4,Yes,No,Low,3,6.7
S4806,Female,21,Engineering,89.27,72.25,77.9,74.79867276377426,72.54,8.99,82.44,B,27.0,Yes,Yes,Medium,8,8.2
S4807,Male,23,Mathematics,55.62,81.9,45.43,53.8,92.15,9.5,63.71,C,5.9,No,Yes,Medium,2,6.9
S4808,Female,21,CS,75.431409455843,77.84,98.28,78.07,54.39,1.06,94.02,A,15.2,No,Yes,Medium,4,8.4
S4809,Female,20,Mathematics,69.28,96.5,77.94,70.01,79.73,4.88,83.06,D,17.8,No,No,Medium,7,6.7
S4810,Male,21,Engineering,53.67,87.74,99.15,90.32,78.91,1.65,93.51,C,29.3,No,No,Medium,9,7.4
S4811,Female,18,Business,90.64,73.42,60.33,52.75,71.26,6.0,69.77,A,28.4,Yes,Yes,Low,4,5.8
S4812,Male,21,CS,78.98,52.88,98.27,59.86,91.49,2.33,51.7,F,21.2,No,Yes,Medium,1,5.5
S4813,Female,18,Engineering,61.79,67.05,48.73,74.46,97.14,7.71,78.81,B,19.6,No,Yes,Low,7,5.7
S4814,Male,18,Business,94.73,81.6,42.44,57.88,73.27,6.44,66.96,A,14.2,No,Yes,Medium,3,4.5
S4815,Female,19,Engineering,52.26,90.28,41.98,84.64,72.81,5.72,72.41,D,6.0,No,Yes,Low,10,5.3
S4816,Male,20,Engineering,60.09,97.58,67.89,91.04,75.1,8.25,84.06,B,11.7,Yes,Yes,Low,9,5.9
S4817,Male,24,CS,87.6,76.33,44.98,85.23,86.16,5.0,85.03,B,26.2,No,Yes,Low,10,5.7
S4818,Female,24,CS,85.47,71.62,70.73,72.01,83.4,2.7,51.38,A,21.2,No,Yes,Low,9,6.5
S4819,Female,22,Engineering,64.46,41.06,59.65,93.92,61.14,6.21,88.47,D,25.4,Yes,Yes,Medium,2,6.4
S4820,Male,24,Business,53.1,44.33,60.14,74.79867276377426,53.19,9.57,74.68,F,25.9,No,No,Medium,7,7.7
S4821,Female,18,Engineering,92.9,49.37,78.14,63.02,97.46,6.01,77.83,A,6.6,Yes,Yes,Medium,8,6.0
S4822,Male,23,CS,75.431409455843,43.29,49.79,74.48,63.05,6.3,64.9,A,13.4,Yes,Yes,Medium,1,7.4
S4823,Female,20,Engineering,59.79,64.05,85.99,53.07,81.93,9.35,71.04,C,21.9,Yes,Yes,Medium,5,8.5
S4824,Female,22,CS,75.431409455843,60.21,74.92,54.78,91.42,5.15,85.52,B,26.3,No,Yes,Low,8,6.3
S4825,Male,24,Engineering,95.51,78.24,94.9,69.87,65.01,9.96,88.84,B,25.0,No,Yes,Low,10,6.8
S4826,Male,24,Business,52.18,72.14,61.89,97.19,81.77,1.6,69.36,D,15.6,No,Yes,Medium,2,7.4
S4827,Female,23,Business,75.431409455843,75.76,98.96,95.42,55.4,5.37,84.56,F,28.3,Yes,Yes,Low,1,6.5
S4828,Female,21,CS,78.62,68.32,74.55,73.3,98.5,2.13,62.9,C,12.5,No,Yes,Medium,10,4.8
S4829,Female,20,Business,71.27,56.66,98.4,74.79867276377426,52.91,4.53,91.6,D,14.4,Yes,Yes,Medium,4,5.5
S4830,Female,23,Engineering,87.2,97.17,41.62,58.91,71.91,1.71,80.49,A,9.5,No,Yes,Low,1,4.1
S4831,Female,24,Business,98.29,45.18,83.68,68.88,76.84,2.23,88.76,B,10.7,No,Yes,Medium,5,7.4
S4832,Male,20,CS,61.46,96.33,89.0,74.79867276377426,89.52,2.11,73.86,F,5.2,No,Yes,Low,8,5.4
S4833,Female,20,Engineering,57.18,58.67,43.19,54.15,56.06,3.2,61.46,D,12.7,No,Yes,Medium,8,8.1
S4834,Female,24,CS,95.64,70.76,74.74,83.69,72.04,1.35,71.46,A,12.7,Yes,Yes,Low,9,7.3
S4835,Male,21,Engineering,83.45,46.53,88.12,79.07,64.99,8.09,69.07,B,6.7,No,Yes,Low,5,7.7
S4836,Male,21,CS,75.431409455843,44.26,73.66,64.56,65.6,2.21,66.64,D,13.5,No,Yes,High,8,8.4
S4837,Male,24,CS,75.431409455843,65.77,43.83,88.95,88.94,4.17,60.61,B,12.5,No,Yes,Medium,10,6.1
S4838,Female,20,CS,87.28,84.5,81.61,88.8,50.27,0.16,87.96,A,25.0,Yes,Yes,Low,5,4.9
S4839,Male,23,CS,88.65,56.16,43.64,74.55,87.45,1.05,54.32,B,8.9,Yes,Yes,Medium,7,8.7
S4840,Male,19,CS,95.99,73.74,89.05,54.83,90.52,8.96,94.38,A,23.1,No,Yes,Low,8,9.0
S4841,Male,18,Engineering,71.34,56.72,42.58,95.92,95.07,8.37,58.75,A,8.2,Yes,Yes,Low,8,5.1
S4842,Male,21,CS,64.67,63.32,48.24,83.43,81.34,8.41,98.99,A,17.4,No,Yes,High,2,7.7
S4843,Female,24,Engineering,81.98,94.39,56.51,62.35,66.67,4.11,99.42,D,23.4,Yes,Yes,Medium,1,4.4
S4844,Female,19,CS,70.79,91.35,78.0,80.52,71.36,1.42,69.92,C,20.2,No,Yes,Low,8,4.1
S4845,Female,21,Mathematics,79.73,70.96,98.58,70.25,98.49,1.08,99.39,F,21.1,No,Yes,High,9,7.4
S4846,Male,20,Mathematics,71.0,54.29,47.07,81.77,94.06,6.06,93.45,D,10.2,Yes,Yes,Low,7,5.3
S4847,Male,24,CS,57.65,51.59,48.56,73.69,73.18,8.28,54.12,C,25.7,No,Yes,Low,8,8.3
S4848,Male,19,Engineering,73.47,97.25,62.13,74.27,97.15,9.0,97.37,A,28.8,No,Yes,Low,9,6.6
S4849,Male,24,CS,84.55,52.16,90.17,86.79,91.15,2.89,52.13,A,8.9,Yes,No,Low,10,7.9
S4850,Male,23,Mathematics,89.96,88.49,68.03,74.79867276377426,95.05,3.21,59.1,A,27.2,No,Yes,Low,10,4.5
S4851,Male,23,Engineering,74.67,62.14,59.3,54.0,84.15,1.01,79.23,A,14.9,No,Yes,Medium,10,8.4
S4852,Female,22,CS,58.26,99.14,73.67,53.27,92.88,7.74,54.04,F,22.5,Yes,Yes,Medium,4,4.9
S4853,Female,18,CS,70.73,62.09,55.63,65.25,94.59,2.76,58.09,F,17.7,No,Yes,Medium,3,6.8
S4854,Male,18,CS,89.31,61.09,64.07,71.51,54.6,4.81,97.67,B,24.8,No,Yes,Medium,4,7.0
S4855,Female,21,CS,70.64,78.25,59.96,63.76,98.26,9.29,99.73,D,6.1,Yes,Yes,Medium,10,4.3
S4856,Male,18,Engineering,84.83,97.69,88.25,74.79867276377426,66.68,7.52,89.91,F,13.1,Yes,Yes,Medium,3,8.9
S4857,Male,24,Engineering,75.36,98.57,95.46,59.76,71.99,0.53,75.76,F,6.2,No,Yes,High,2,5.5
S4858,Female,24,CS,62.06,82.43,85.57,74.79867276377426,89.6,0.08,95.02,B,28.5,No,Yes,Low,1,7.6
S4859,Male,22,CS,89.81,85.28,66.35,88.66,83.24,7.87,55.59,A,9.3,No,Yes,High,4,7.2
S4860,Female,23,CS,54.21,73.8,70.26,56.22,94.65,5.53,97.14,D,15.6,No,No,Low,5,4.2
S4861,Male,19,CS,76.24,85.35,47.5,82.54,70.03,7.2,67.58,C,21.0,Yes,Yes,Low,8,8.3
S4862,Male,19,Business,60.44,91.59,84.81,98.07,68.66,1.57,93.07,F,16.5,No,Yes,Low,7,5.5
S4863,Female,23,CS,75.431409455843,69.17,75.79,59.64,51.58,8.72,83.42,F,18.4,Yes,Yes,Medium,6,5.2
S4864,Male,20,Engineering,75.15,77.19,94.15,95.47,73.14,7.73,98.01,D,10.1,Yes,Yes,High,6,4.3
S4865,Male,23,CS,74.98,72.24,52.04,80.3,86.2,8.91,93.23,C,6.7,No,Yes,Low,5,5.3
S4866,Male,19,CS,85.35,73.75,85.58,79.55,65.06,3.41,94.39,A,11.4,No,Yes,Medium,4,7.1
S4867,Female,21,Engineering,87.24,93.4,81.08,52.6,73.14,2.76,81.59,A,12.9,Yes,Yes,Low,8,5.0
S4868,Male,22,Engineering,86.39,61.34,55.95,87.42,60.97,1.52,91.66,A,15.4,Yes,Yes,Medium,8,6.3
S4869,Male,23,Engineering,70.48,52.49,80.04,73.91,88.64,9.3,87.86,F,12.4,Yes,Yes,Medium,10,8.0
S4870,Male,20,Engineering,81.58,67.38,95.46,86.06,53.03,1.77,58.08,B,5.9,Yes,Yes,Medium,3,8.8
S4871,Female,21,Engineering,78.85,52.49,95.11,90.46,85.27,1.19,82.43,B,7.4,No,Yes,High,8,7.5
S4872,Female,23,CS,71.08,69.9,83.18,76.19,68.95,1.93,57.41,D,21.8,Yes,No,Low,5,5.0
S4873,Female,21,Engineering,75.431409455843,94.21,42.88,63.18,52.08,7.71,93.47,C,6.6,No,Yes,High,1,5.9
S4874,Female,23,Engineering,97.36,77.05,92.34,57.08,92.67,8.9,53.3,B,6.2,No,Yes,Medium,8,6.8
S4875,Female,21,CS,59.64,91.33,79.47,58.03,74.39,8.11,99.35,F,25.3,No,Yes,High,7,8.4
S4876,Male,24,Engineering,75.431409455843,49.97,58.63,93.35,79.97,5.63,70.03,D,6.0,No,Yes,Low,7,6.7
S4877,Female,18,CS,52.67,94.05,51.24,74.79867276377426,86.6,9.94,58.53,D,6.7,No,Yes,High,5,6.5
S4878,Female,21,CS,65.42,76.11,46.97,69.23,82.75,0.69,96.78,D,18.7,No,Yes,Low,5,5.3
S4879,Male,24,Engineering,75.431409455843,41.91,43.01,66.71,86.54,8.67,52.27,A,16.1,No,Yes,Medium,7,6.5
S4880,Female,18,Business,81.32,77.99,85.25,93.27,88.11,4.28,73.51,F,29.1,No,Yes,High,9,5.6
S4881,Male,19,Business,56.56,97.08,54.15,73.88,79.46,4.55,88.51,F,28.4,Yes,No,High,10,6.8
S4882,Female,18,CS,75.431409455843,44.75,41.46,74.79867276377426,68.28,1.28,65.84,B,21.5,Yes,No,Medium,1,8.0
S4883,Male,21,Engineering,91.43,74.95,63.84,86.85,62.16,0.33,76.44,A,6.8,Yes,Yes,Low,8,8.7
S4884,Male,22,Engineering,75.431409455843,94.93,68.96,92.55,95.15,3.17,85.02,C,17.6,Yes,Yes,Medium,10,8.0
S4885,Female,22,CS,72.92,40.58,50.15,54.93,98.5,1.75,97.6,A,6.1,No,Yes,Medium,9,8.1
S4886,Female,19,Business,96.65,77.85,42.64,62.66,67.88,4.83,55.14,B,27.7,No,Yes,Medium,7,5.8
S4887,Male,21,Business,91.54,68.49,51.35,56.77,55.62,1.47,57.86,A,21.5,Yes,Yes,High,2,7.5
S4888,Male,18,Mathematics,74.97,60.82,80.75,73.18,61.13,1.38,75.44,D,19.3,No,Yes,Low,5,5.9
S4889,Male,22,CS,85.09,77.65,44.93,74.79867276377426,83.53,8.77,70.92,A,15.7,No,Yes,Medium,4,4.1
S4890,Male,23,CS,78.35,43.16,73.3,58.45,58.65,9.21,70.54,D,17.7,Yes,Yes,Medium,7,8.4
S4891,Male,20,Business,79.4,85.18,48.78,56.51,89.01,9.64,64.85,B,15.0,Yes,Yes,Low,3,4.3
S4892,Male,21,Engineering,66.55,40.27,51.74,80.73,96.15,6.81,78.03,B,7.5,Yes,Yes,Low,8,4.6
S4893,Male,24,Business,73.1,58.42,63.58,61.52,98.18,7.71,94.16,A,21.5,No,Yes,Medium,5,4.1
S4894,Female,24,CS,75.431409455843,70.24,46.05,73.97,50.47,8.36,58.05,D,29.9,No,Yes,Low,6,4.3
S4895,Male,23,Engineering,67.87,62.62,50.39,52.56,97.91,6.59,60.76,B,7.8,No,Yes,Medium,4,4.3
S4896,Female,23,Engineering,84.79,58.45,60.94,84.03,87.01,3.3,83.54,C,29.9,No,Yes,High,7,7.4
S4897,Female,21,CS,75.431409455843,89.85,59.78,77.07,54.2,1.56,52.81,A,27.5,No,Yes,Low,9,8.3
S4898,Male,20,Engineering,98.15,96.09,84.96,82.37,70.76,2.37,83.69,B,27.4,Yes,Yes,Medium,4,8.0
S4899,Male,22,Engineering,77.79,92.42,44.49,63.77,85.0,8.4,65.72,A,25.8,Yes,Yes,Medium,6,7.1
